Amount,Term,EmploymentType,LoanPurpose,Success,ALL_AgeOfOldestAccount,ALL_AgeOfYoungestAccount,ALL_Count,ALL_CountActive,ALL_CountClosedLast12Months,ALL_CountDefaultAccounts,ALL_CountOpenedLast12Months,ALL_CountSettled,ALL_MeanAccountAge,ALL_SumCurrentOutstandingBal,ALL_SumCurrentOutstandingBalExcMtg,ALL_WorstPaymentStatusActiveAccounts,DebtRatio,AccountAgeRatio
5000,24,Employed - full time,Car,0,75,12,6,5,0,0,1,1,32.5,11377,11377,1,2.27539999954492,0.1599999978666667
5000,48,Employed - full time,Short Term Loan,0,169,11,12,9,0,0,1,3,59.83,10970,10970,0,2.1939999995612,0.06508875701130913
12000,48,Employed - full time,car,0,122,7,9,5,3,0,3,4,37.11,3006,3006,0,0.250499999979125,0.05737704871002419
15000,60,Employed - full time,Car,0,223,12,14,10,0,0,0,4,107.43,93282,21844,0,6.218799999585413,0.053811658951517224
15000,60,Employed - full time,Short Term Loan,0,205,14,11,9,0,2,0,2,80.09,3658,3658,7,0.24386666665040888,0.06829268259369423
1000,12,Employed - full time,Home improvements,0,97,97,1,1,0,0,0,0,97.0,0,0,0,0.0,0.9999999896907218
1000,36,Employed - part time,Short Term Loan,1,211,16,16,11,1,1,0,5,89.0,532,532,0,0.531999999468,0.07582938352687496
3500,24,Employed - part time,Short Term Loan,0,326,2,27,20,1,0,1,7,149.52,594283,44976,0,169.79514280862998,0.00613496930633445
10000,18,Employed - full time,Short Term Loan,0,134,1,19,10,3,0,3,9,42.11,4564,4564,0,0.45639999995436,0.007462686511472489
15000,54,Employed - full time,Car purchase,0,317,10,25,6,3,0,1,19,52.92,154491,24666,0,10.299399999313373,0.03154574122540776
15000,48,Employed - full time,Other,0,131,5,23,12,2,0,2,11,40.87,144211,74349,0,9.614066666025728,0.0381679386399394
10000,36,Employed - full time,Car,0,137,3,20,5,2,0,1,15,56.65,823,823,0,0.08229999999177,0.02189781005914007
1500,24,Employed - full time,Other,0,129,9,6,4,0,2,1,2,62.67,2424,2424,7,1.6159999989226665,0.06976744131963224
3000,24,Employed - full time,Wedding,0,144,1,24,11,7,0,10,13,26.33,71113,10243,0,23.70433332543189,0.006944444396219137
1000,12,Employed - full time,Short Term Loan,0,224,1,57,26,2,2,4,31,33.11,4808,4808,7,4.807999995192,0.004464285694355867
13000,48,Employed - full time,Short Term Loan,0,103,9,9,5,1,0,1,4,36.44,15397,15397,0,1.184384615293509,0.08737863992836273
10000,24,Employed - full time,Other,0,15,8,3,3,0,0,1,0,12.33,1435,1435,0,0.14349999998565,0.5333332977777802
7500,60,Employed - full time,Debt Consolidation,0,233,1,31,19,5,0,12,12,42.58,17775,17775,0,2.369999999684,0.004291845475142294
3500,24,Employed - full time,Short Term Loan,0,93,4,16,11,3,0,3,5,39.94,6640,6640,0,1.8971428566008164,0.04301075222569084
13000,60,Employed - full time,Short Term Loan,0,70,12,5,5,0,0,0,0,32.0,4915,4915,0,0.37807692304784024,0.17142856897959188
10000,60,Employed - full time,Other,0,65,14,6,6,0,0,0,0,42.5,38257,38257,0,3.82569999961743,0.21538461207100598
7000,36,Employed - full time,Short Term Loan,0,109,6,19,15,1,0,5,4,30.95,14927,14927,6,2.132428571123939,0.05504587105462504
7500,36,Employed - part time,Short Term Loan,0,229,1,34,19,3,0,8,15,37.26,19139,19139,0,2.5518666663264176,0.004366812208005187
2000,60,Employed - full time,Short Term Loan,0,123,2,27,19,2,14,3,8,39.33,31958,31958,7,15.978999992010499,0.016260162469429573
6500,48,Employed - full time,Short Term Loan,1,160,33,7,4,0,0,0,3,85.14,1198,1198,0,0.18430769227933727,0.20624999871093752
7500,24,Employed - full time,Other,0,102,11,10,9,1,0,1,1,40.5,4133,4133,0,0.551066666593191,0.10784313619761632
3000,24,Employed - full time,consolidation,0,97,5,10,4,4,1,5,6,36.3,141,141,0,0.04699999998433334,0.051546391221171224
2000,24,Employed - full time,Debt consolidation,0,176,3,11,5,2,2,2,6,53.0,12156,12156,7,6.077999996960999,0.017045454448605373
15000,24,Employed - full time,Short Term Loan,0,151,2,27,7,2,0,4,20,22.48,18425,18425,0,1.2283333332514443,0.013245033024867332
6500,48,Employed - full time,Short Term Loan,0,93,4,9,7,1,5,1,2,37.67,4219,4219,7,0.6490769229770651,0.04301075222569084
20000,60,Employed - full time,Short Term Loan,0,120,1,13,7,2,2,1,6,53.83,11841,11841,7,0.5920499999703975,0.00833333326388889
6500,48,Employed - part time,Short Term Loan,0,159,3,15,8,1,5,2,7,71.27,2252,2252,7,0.3464615384082367,0.018867924409635695
6000,60,Employed - full time,Short Term Loan,0,152,20,18,13,0,9,0,5,54.17,14686,14686,7,2.447666666258722,0.13157894650277008
20000,60,Employed - full time,Short Term Loan,0,140,1,16,12,0,0,2,4,64.81,16803,16803,0,0.8401499999579924,0.007142857091836735
8000,36,Employed - full time,Short Term Loan,0,51,3,10,10,0,0,7,0,12.4,2739,2739,0,0.3423749999572031,0.05882352825836219
1000,12,Employed - full time,Other,0,142,3,13,10,1,4,2,3,66.62,4010,4010,7,4.00999999599,0.02112676041460028
5000,24,Employed - full time,Other,0,108,2,8,5,2,2,4,3,33.62,1228,1228,0,0.24559999995087997,0.018518518347050757
2000,12,Employed - full time,Short Term Loan,0,165,2,8,7,1,0,2,1,56.0,6581,6581,2,3.2904999983547496,0.01212121204775023
12000,48,Employed - full time,Car,1,242,1,21,13,2,0,2,8,115.24,161813,7929,0,13.484416665542964,0.004132231387883341
3500,24,Employed - full time,Short Term Loan,0,177,44,5,5,0,3,0,0,102.8,41016,1441,7,11.718857139508899,0.24858756921701938
5000,24,Employed - full time,Other,0,82,56,5,3,1,1,0,2,68.6,21,21,0,0.00419999999916,0.6829268209399169
3000,36,Employed - full time,Other,0,98,4,12,8,1,0,5,4,36.42,11837,11837,0,3.9456666653514447,0.040816326114119124
9800,36,Employed - full time,Other,0,103,3,37,6,6,0,5,31,43.35,71762,9717,0,7.32265306047728,0.02912621330945424
6000,24,Employed - full time,Other,0,106,3,8,4,0,1,1,4,53.5,7493,7493,0,1.2488333331251944,0.0283018865254539
1000,12,Employed - full time,Other,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-0.000999999999,1.000001000001
7500,48,Employed - full time,Car,1,140,3,12,8,1,0,1,4,69.67,93854,3349,0,12.513866664998151,0.021428571275510205
10000,60,Employed - full time,Other,0,139,9,20,5,3,0,1,15,52.35,126184,15391,0,12.618399998738159,0.06474820097303452
2500,24,Employed - full time,Other,0,101,1,14,11,1,4,3,3,33.43,2440,2440,7,0.9759999996096,0.009900990000980298
15000,36,Employed - full time,Home improvement,0,314,5,20,13,2,0,7,7,83.95,16217,16217,0,1.0811333332612578,0.015923566828268895
800,12,Employed - full time,Other,0,192,48,5,4,0,3,0,1,94.4,14968,14968,7,18.7099999766125,0.24999999869791667
10500,24,Employed - full time,Debt,0,290,40,19,6,1,0,0,13,112.42,86320,2664,0,8.220952380169432,0.13793103400713436
6000,60,Employed - full time,Consolidation,1,154,13,10,8,0,0,0,2,58.1,14659,14659,0,2.443166666259472,0.08441558386743127
20000,60,Employed - full time,consolidation,0,212,11,17,7,3,0,1,10,63.41,165542,56628,0,8.277099999586145,0.05188679220808117
10000,60,Employed - full time,Other,0,187,9,8,5,0,0,1,3,85.12,143,143,0,0.01429999999857,0.04812834198861849
500,12,Employed - full time,Other,0,239,24,5,4,1,0,0,1,117.8,0,0,0,0.0,0.10041840962168029
2200,36,Employed - full time,Other,1,187,3,23,18,0,0,2,5,66.09,130529,27264,0,59.331363609394835,0.016042780662872833
1000,24,Employed - full time,Other,0,174,1,15,6,3,0,1,9,58.0,1740,1740,0,1.73999999826,0.005747126403752147
15000,48,Employed - full time,Other,1,149,1,21,16,1,0,1,5,72.9,17088,17088,0,1.1391999999240534,0.006711409350930139
20000,24,Employed - full time,other,0,185,11,12,8,1,0,1,4,49.83,328409,2835,0,16.420449999178977,0.05945945913805698
17000,60,Employed - full time,Car,0,187,2,31,9,5,0,3,22,70.03,65544,793,0,3.85552941153791,0.010695187108581887
2000,24,Employed - full time,Consolidation,0,212,3,29,18,4,0,2,11,70.69,58034,25680,3,29.0169999854915,0.014150943329476683
5000,36,Employed - full time,car,0,294,5,16,9,1,0,3,7,66.5,257596,30894,0,51.519199989696155,0.017006802663242167
7500,48,Employed - full time,Other,0,309,1,22,11,3,0,4,11,82.5,173041,31262,0,23.07213333025705,0.0032362459442192688
14000,60,Employed - full time,Other,0,167,2,16,13,0,0,6,3,37.75,77147,19048,0,5.510499999606393,0.011976047832478756
6500,48,Employed - full time,Vets bills,0,123,4,16,12,1,6,4,4,42.38,3072,3072,7,0.47261538454267454,0.032520324938859146
20000,60,Employed - full time,Other,0,100,8,10,8,0,0,1,2,41.8,1101,1101,0,0.0550499999972475,0.0799999992
15000,48,Employed - full time,Other,0,231,5,20,16,1,0,5,4,66.7,170353,53801,0,11.356866665909543,0.021645021551320254
1500,24,Employed - full time,Other,0,116,116,1,1,0,0,0,0,116.0,1055,1055,0,0.7033333328644444,0.9999999913793104
1000,12,Employed - full time,Debt,0,115,7,6,2,3,0,3,4,44.0,1161,1161,0,1.160999998839,0.060869564688090745
1000,24,Employed - full time,Other,0,131,5,43,12,5,12,3,31,42.77,5289,5289,7,5.288999994711,0.0381679386399394
6000,24,Employed - full time,Other,0,186,9,15,8,1,0,1,7,70.53,32458,32458,0,5.409666665765055,0.04838709651404787
5000,60,Employed - full time,Other,0,171,1,48,14,5,4,5,34,47.52,28699,28699,7,5.73979999885204,0.005847953182175712
17000,60,Employed - full time,Car,0,34,4,4,4,0,0,3,0,12.0,0,0,0,0.0,0.11764705536332191
10000,60,Employed - full time,Home Improvements,0,103,6,18,7,1,0,3,11,45.72,3963,3963,0,0.39629999996036996,0.05825242661890848
5500,60,Employed - full time,Holiday,0,90,2,22,16,2,0,7,6,39.68,9964,9964,0,1.8116363633069752,0.022222221975308647
9000,48,Employed - full time,Consolidation,0,350,2,37,14,1,0,6,23,79.16,137299,20142,0,15.255444442749395,0.005714285697959184
15000,48,Employed - full time,Debt consolidation,0,151,6,17,14,0,0,1,3,58.65,163215,12597,4,10.8809999992746,0.039735099074601994
5000,60,Employed - full time,Other,0,66,3,10,7,2,0,3,3,22.1,3411,3411,0,0.68219999986356,0.04545454476584023
5000,60,Employed - full time,Other,0,188,1,23,17,1,0,7,6,46.09,27486,27486,0,5.49719999890056,0.0053191489078768675
2000,36,Employed - full time,Other,0,138,6,21,13,1,0,5,8,41.62,18487,18487,0,9.243499995378249,0.043478260554505356
5000,60,Employed - full time,Consolidation,0,144,5,6,5,0,0,1,1,54.5,3036,3036,0,0.60719999987856,0.03472222198109568
1000,12,Employed - full time,Other,0,103,1,6,6,0,0,2,0,36.0,10560,10560,0,10.55999998944,0.00970873776981808
18000,36,Employed - full time,Other,0,332,10,18,11,1,0,1,7,107.44,213615,22918,0,11.867499999340694,0.030120481836986502
12000,60,Employed - full time,Other,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-8.333333332638888e-05,1.000001000001
6500,48,Employed - full time,Other,0,6,6,2,2,0,0,2,0,6.0,0,0,0,0.0,0.9999998333333611
10000,60,Employed - full time,Other,0,114,16,4,3,0,1,0,1,59.0,175,175,0,0.01749999999825,0.14035087596183443
2000,36,Employed - full time,Other,0,77,3,17,16,1,6,6,1,28.41,5198,5198,7,2.5989999987004997,0.03896103845505145
5000,36,Employed - full time,Other,0,114,3,21,13,1,0,4,8,32.05,30288,30288,0,6.057599998788479,0.026315789242843956
5000,48,Employed - full time,Other,0,75,1,34,6,14,0,10,28,25.32,19259,19259,0,3.8517999992296397,0.013333333155555559
10000,60,Employed - full time,Other,0,228,26,13,4,0,0,0,9,59.38,9682,9682,0,0.96819999990318,0.11403508721914435
10000,60,Employed - full time,Other,0,223,2,24,17,2,0,2,7,124.12,229263,38240,0,22.926299997707368,0.00896860982525287
6500,48,Employed - full time,Other,0,88,3,8,5,3,0,2,3,24.88,2433,2433,0,0.3743076922501065,0.034090908703512404
8000,12,Employed - full time,Household,0,91,1,18,5,1,9,4,13,54.89,477,477,0,0.05962499999254687,0.010989010868252628
5000,48,Employed - full time,Other,0,123,5,12,9,2,0,3,3,28.17,11550,11550,0,2.309999999538,0.04065040617357393
6000,24,Employed - full time,Other,0,185,1,41,19,2,3,7,22,42.61,34411,34411,7,5.735166665710805,0.005405405376186998
7000,60,Employed - full time,Other,0,167,1,15,10,2,3,8,5,48.47,15861,15861,7,2.265857142533449,0.005988023916239378
10000,36,Employed - full time,Furniture,1,305,10,18,16,0,0,2,2,90.44,63633,19274,0,6.36329999936367,0.03278688513840366
2500,18,Employed - full time,Vet bill,0,271,67,6,6,0,3,0,0,130.17,28057,1321,7,11.222799995510881,0.2472324714124263
15000,60,Employed - part time,Other,0,305,1,39,21,3,0,4,18,69.54,212634,28463,0,14.17559999905496,0.0032786885138403657
3000,24,Employed - full time,Other,0,22,1,9,9,0,0,4,0,11.67,3773,3773,0,1.2576666662474445,0.045454543388429844
500,18,Employed - full time,Other,0,157,1,20,9,2,1,8,11,43.6,3802,3802,7,7.603999984792,0.00636942671102276
10000,60,Retired,Debt,0,341,1,25,14,2,0,2,11,92.96,28449,28449,0,2.8448999997155098,0.0029325513110482365
7500,12,Employed - full time,Debt consolidation,0,148,3,13,8,1,0,1,5,59.38,74977,13186,0,9.996933332000408,0.020270270133308985
10000,60,Employed - full time,Other,0,136,13,42,8,0,3,0,34,48.17,141164,20498,0,14.11639999858836,0.09558823459126298
7000,60,Employed - full time,Debt,0,234,5,65,8,5,4,5,57,54.85,12384,12384,0,1.7691428568901224,0.021367521276207176
2000,36,Employed - full time,Debt consolidation,1,391,9,13,9,1,1,4,4,85.46,102750,2390,7,51.374999974312495,0.023017902754429918
10500,60,Employed - full time,Other,0,257,3,21,14,3,0,4,7,52.67,21058,21058,0,2.005523809332807,0.01167315170555194
3000,36,Employed - part time,Other,0,186,3,26,17,3,1,9,9,58.42,195050,20748,0,65.01666664499444,0.01612903217134929
5000,24,Employed - full time,Other,0,53,6,7,6,0,0,2,1,26.29,22984,22984,0,4.596799999080639,0.11320754503381991
2500,60,Employed - full time,Other,0,331,9,19,14,1,0,1,5,131.53,130550,53044,0,52.219999979112,0.027190332244137968
6000,60,Employed - full time,Other,0,121,1,13,10,2,5,1,3,58.15,4794,4794,7,0.7989999998668333,0.00826446274161601
20000,48,Employed - full time,Other,0,271,4,22,10,3,0,2,12,95.68,39933,39933,0,1.9966499999001674,0.014760147547010527
9500,60,Employed - full time,Other,0,157,6,14,13,1,1,3,1,42.36,20467,20467,7,2.1544210524047975,0.03821656026613656
4000,36,Employed - full time,other,0,97,3,21,9,2,0,3,12,44.57,3513,3513,0,0.8782499997804375,0.030927834732702737
9000,36,Employed - full time,Other,0,130,5,11,5,3,0,4,6,31.27,10421,10421,0,1.1578888887602345,0.03846153816568048
15000,60,Employed - full time,Other,0,130,13,8,3,0,1,0,5,66.75,1385,1385,0,0.09233333332717777,0.09999999923076924
3000,48,Employed - full time,Other,0,187,1,12,9,0,2,4,3,64.75,16289,16289,7,5.429666664856778,0.005347593554290943
7500,60,Employed - full time,Debt consolidation,0,189,1,72,23,17,1,21,49,34.99,15332,15332,7,2.0442666663940976,0.005291005263010554
15000,48,Employed - full time,Home improvement,0,110,3,33,10,2,0,6,23,40.42,152931,3989,0,10.195399999320307,0.02727272702479339
6500,48,Employed - full time,Other,0,102,3,8,4,1,0,3,4,30.75,1163,1163,0,0.1789230768955503,0.02941176441753172
2000,24,Employed - full time,Car,1,38,11,4,3,1,0,1,1,23.75,266,266,0,0.13299999993349998,0.289473676592798
600,12,Employed - full time,Other,0,81,23,18,10,0,9,0,8,54.89,2876,2876,7,4.793333325344444,0.2839506137783875
5000,12,Employed - full time,Other,0,98,22,11,8,0,0,0,3,47.0,11194,11194,0,2.23879999955224,0.22448979362765517
1000,12,Employed - full time,Other,0,59,4,23,13,1,2,5,10,30.13,11052,11052,7,11.051999988948,0.06779660902039646
10000,54,Employed - full time,Furniture,0,52,35,4,2,0,1,0,2,42.25,635,635,0,0.06349999999365,0.6730769101331364
12000,60,Employed - full time,Other,0,152,7,17,10,1,0,1,7,61.59,208479,51364,0,17.37324999855223,0.04605263127596953
1000,24,Employed - full time,Other,1,210,4,14,11,0,0,5,3,75.0,198738,4588,0,198.737999801262,0.0190476189569161
20000,60,Employed - full time,Home improvement,0,166,2,34,19,3,0,9,15,51.35,415274,27185,0,20.763699998961815,0.012048192698504864
5000,36,Employed - full time,home improvement,0,183,11,5,2,2,0,1,3,69.2,75,75,0,0.014999999996999998,0.060109289289020276
12000,36,Employed - full time,Other,0,226,16,13,9,0,0,0,4,124.85,69710,13342,0,5.809166666182569,0.07079645986373248
8000,60,Employed - full time,Debt consolidation,1,115,8,31,9,0,0,2,22,42.71,6602,6602,0,0.8252499998968437,0.06956521678638942
2500,24,Employed - full time,Other,0,163,1,72,23,12,0,22,49,32.67,16768,16768,0,6.707199997317121,0.006134969287515526
15000,60,Employed - full time,car,0,102,4,11,9,0,0,1,2,33.91,20325,20325,0,1.3549999999096667,0.0392156858900423
6500,48,Employed - full time,Car,0,104,18,5,4,0,0,0,1,55.2,296,296,0,0.04553846153145562,0.1730769214127219
3000,12,Employed - full time,Other,0,215,2,12,7,0,0,2,5,77.58,37609,2483,0,12.536333329154557,0.009302325538128719
5000,48,Employed - full time,Other,0,182,2,6,6,0,0,2,0,39.0,70949,9904,0,14.189799997162039,0.010989010928631809
6000,36,Employed - full time,Vet bill,0,30,2,10,10,0,0,6,0,10.9,12103,12103,2,2.017166666330472,0.06666666444444451
2000,60,Retired,Other,0,96,2,16,13,0,0,3,3,35.12,8689,8689,0,4.34449999782775,0.020833333116319446
3000,36,Employed - full time,Other,0,182,3,13,9,3,2,2,4,102.08,90025,14386,0,30.008333323330557,0.016483516392947713
500,12,Employed - part time,Other,0,97,26,8,2,1,1,0,6,45.25,287,287,0,0.573999998852,0.26804123435009036
5000,60,Employed - full time,Other,0,108,1,18,12,0,4,3,6,45.61,12201,12201,7,2.4401999995119596,0.009259259173525379
7000,48,Employed - part time,Car,1,199,4,11,8,0,0,3,3,69.73,124050,1186,0,17.721428568896936,0.020100502411555265
3000,30,Employed - full time,Consolidation,0,184,4,20,9,3,0,4,11,57.1,8414,8414,6,2.804666665731778,0.02173913031663516
10000,60,Employed - full time,Consolidation,1,211,4,24,13,5,0,2,11,83.0,189812,11342,1,18.98119999810188,0.01895734588171874
6000,36,Employed - full time,Other,0,99,1,14,14,0,2,3,0,34.07,11096,11096,7,1.849333333025111,0.010101009998979697
9500,60,Employed - full time,Car,0,293,2,11,7,1,0,2,4,85.09,1289,1289,0,0.13568421051203325,0.006825938543256182
6000,48,Employed - full time,Other,0,100,6,8,8,0,0,2,0,36.38,5413,5413,0,0.9021666665163055,0.05999999940000001
10000,60,Employed - full time,Other,0,340,7,17,13,1,0,1,4,86.12,267227,63487,0,26.72269999732773,0.020588235233564015
10000,60,Employed - full time,Debt consolidation,0,268,4,23,17,5,0,7,6,57.74,454631,55059,0,45.46309999545369,0.014925373078636667
1000,24,Employed - full time,Debt consolidation,0,112,1,18,16,1,6,5,2,33.44,8968,8968,7,8.967999991032,0.008928571348852042
10000,60,Employed - full time,Other,0,90,37,11,7,0,0,0,4,63.27,0,0,0,0.0,0.4111111065432099
6500,48,Employed - full time,Car,0,107,10,10,7,0,2,1,3,64.4,6087,6087,7,0.9364615383174674,0.09345794305179493
15000,60,Employed - full time,Other,0,58,12,9,8,0,0,0,1,34.0,10933,10933,0,0.7288666666180755,0.20689654815695607
4000,60,Employed - part time,Vet bills,0,174,7,20,5,6,0,1,15,56.0,20497,20497,0,5.124249998718938,0.04022988482626503
10000,60,Employed - full time,Other,0,110,1,19,12,4,3,7,7,38.79,35204,35204,1,3.52039999964796,0.009090909008264463
5000,24,Employed - full time,Car,0,180,100,6,2,1,2,0,4,128.17,0,0,0,0.0,0.5555555524691358
4000,36,Employed - full time,Other,0,54,3,11,10,1,0,6,1,14.18,5362,5362,0,1.340499999664875,0.05555555452674899
1000,12,Employed - full time,Other,0,159,20,201,18,0,13,0,183,43.6,8659,8659,7,8.658999991341,0.12578616273090465
10000,54,Employed - full time,Other,0,188,4,14,9,2,0,3,5,63.71,5063,5063,0,0.50629999994937,0.02127659563150747
1000,12,Employed - full time,Other,0,80,15,11,10,0,10,0,1,51.27,10371,10371,7,10.370999989629,0.18749999765625003
6500,48,Employed - full time,Car,0,86,5,7,6,0,1,2,1,34.43,2478,2478,7,0.38123076917211834,0.05813953420767984
1000,60,Employed - full time,Other,0,164,5,20,14,3,0,2,6,33.2,21973,21973,0,21.972999978027,0.030487804692147534
5000,60,Employed - full time,Home Improvements,0,170,3,11,7,2,1,2,4,40.09,20423,20423,0,4.08459999918308,0.017647058719723184
1500,36,Employed - part time,Debt consolidation,0,116,5,17,14,2,0,2,3,48.06,7630,7630,0,5.0866666632755555,0.043103447904280626
12000,60,Employed - full time,Other,0,235,23,12,7,2,0,0,5,73.5,11671,11671,0,0.9725833332522847,0.09787234000905387
7000,48,Employed - full time,Other,0,81,3,16,14,2,0,6,2,18.44,10480,10480,0,1.4971428569289795,0.03703703657978967
8000,24,Employed - full time,Home,0,82,9,8,7,0,0,2,1,35.25,5888,5888,0,0.735999999908,0.10975609622248664
15000,48,Employed - full time,Debts,0,147,10,14,6,0,0,1,8,57.21,13126,13126,0,0.8750666666083289,0.0680272104215836
5000,36,Employed - full time,Debt,0,191,2,48,30,4,0,9,18,48.04,70791,70791,0,14.158199997168358,0.010471204133658617
10000,48,Employed - full time,Other,0,152,6,42,9,1,0,2,33,49.33,50498,50498,0,5.04979999949502,0.03947368395083103
8500,48,Employed - full time,Other,0,119,1,61,12,9,2,12,49,40.16,11637,11637,0,1.369058823368346,0.008403361273921333
5000,60,Employed - full time,Home Improvements,1,95,2,15,6,1,0,1,9,54.73,174449,0,0,34.88979999302204,0.02105263135734072
